CodMun;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
1101450;1 - Norte;11;RO;PARECIS;5697;2 - 5001 até 10000
1101468;1 - Norte;11;RO;PIMENTEIRAS DO OESTE;2424;1 - Até 5000
1101476;1 - Norte;11;RO;PRIMAVERA DE RONDONIA;3501;1 - Até 5000
1101484;1 - Norte;11;RO;SAO FELIPE D'OESTE;6103;2 - 5001 até 10000
1101492;1 - Norte;11;RO;SAO FRANCISCO DO GUAPORE;19002;3 - 10001 até 20000
1101500;1 - Norte;11;RO;SERINGUEIRAS;12581;3 - 10001 até 20000
1101559;1 - Norte;11;RO;TEIXEIROPOLIS;5003;2 - 5001 até 10000
1101609;1 - Norte;11;RO;THEOBROMA;11347;3 - 10001 até 20000
1101708;1 - Norte;11;RO;URUPA;13293;3 - 10001 até 20000
1101757;1 - Norte;11;RO;VALE DO ANARI;10843;3 - 10001 até 20000
1101807;1 - Norte;11;RO;VALE DO PARAISO;8231;2 - 5001 até 10000
1200013;1 - Norte;12;AC;ACRELANDIA;13869;3 - 10001 até 20000
1200054;1 - Norte;12;AC;ASSIS BRASIL;6738;2 - 5001 até 10000
1200104;1 - Norte;12;AC;BRASILEIA;23849;4 - 20001 até 50000
1200138;1 - Norte;12;AC;BUJARI;9339;2 - 5001 até 10000
1200179;1 - Norte;12;AC;CAPIXABA;10498;3 - 10001 até 20000
1200203;1 - Norte;12;AC;CRUZEIRO DO SUL;81519;5 - 50001 até 100000
1200252;1 - Norte;12;AC;EPITACIOLANDIA;16731;3 - 10001 até 20000
1200302;1 - Norte;12;AC;FEIJO;32385;4 - 20001 até 50000
1200328;1 - Norte;12;AC;JORDAO;7509;2 - 5001 até 10000
1200336;1 - Norte;12;AC;MANCIO LIMA;17173;3 - 10001 até 20000
1200344;1 - Norte;12;AC;MANOEL URBANO;8641;2 - 5001 até 10000
1200351;1 - Norte;12;AC;MARECHAL THAUMATURGO;16895;3 - 10001 até 20000
1200385;1 - Norte;12;AC;PLACIDO DE CASTRO;18159;3 - 10001 até 20000
1200393;1 - Norte;12;AC;PORTO WALTER;10759;3 - 10001 até 20000
1200401;1 - Norte;12;AC;RIO BRANCO;370550;6 - 100001 até 500000
1200427;1 - Norte;12;AC;RODRIGUES ALVES;16974;3 - 10001 até 20000
1200435;1 - Norte;12;AC;SANTA ROSA DO PURUS;5809;2 - 5001 até 10000
1200450;1 - Norte;12;AC;SENADOR GUIOMARD;21182;4 - 20001 até 50000
1200500;1 - Norte;12;AC;SENA MADUREIRA;41750;4 - 20001 até 50000
1200609;1 - Norte;12;AC;TARAUACA;38819;4 - 20001 até 50000
1200708;1 - Norte;12;AC;XAPURI;17608;3 - 10001 até 20000
1200807;1 - Norte;12;AC;PORTO ACRE;16757;3 - 10001 até 20000
1300029;1 - Norte;13;AM;ALVARAES;15545;3 - 10001 até 20000
1300060;1 - Norte;13;AM;AMATURA;10847;3 - 10001 até 20000
1300086;1 - Norte;13;AM;ANAMA;12320;3 - 10001 até 20000
1300102;1 - Norte;13;AM;ANORI;19292;3 - 10001 até 20000
1300144;1 - Norte;13;AM;APUI;20648;4 - 20001 até 50000
1300201;1 - Norte;13;AM;ATALAIA DO NORTE;18133;3 - 10001 até 20000
1300300;1 - Norte;13;AM;AUTAZES;37033;4 - 20001 até 50000
1300409;1 - Norte;13;AM;BARCELOS;27433;4 - 20001 até 50000
1300508;1 - Norte;13;AM;BARREIRINHA;30658;4 - 20001 até 50000
1300607;1 - Norte;13;AM;BENJAMIN CONSTANT;39484;4 - 20001 até 50000
1300631;1 - Norte;13;AM;BERURI;18171;3 - 10001 até 20000
1300680;1 - Norte;13;AM;BOA VISTA DO RAMOS;17668;3 - 10001 até 20000
1300706;1 - Norte;13;AM;BOCA DO ACRE;33498;4 - 20001 até 50000
1300805;1 - Norte;13;AM;BORBA;39292;4 - 20001 até 50000
1300839;1 - Norte;13;AM;CAAPIRANGA;12420;3 - 10001 até 20000
1300904;1 - Norte;13;AM;CANUTAMA;15130;3 - 10001 até 20000
1301001;1 - Norte;13;AM;CARAUARI;27880;4 - 20001 até 50000
1301100;1 - Norte;13;AM;CAREIRO;36435;4 - 20001 até 50000
1301159;1 - Norte;13;AM;CAREIRO DA VARZEA;27981;4 - 20001 até 50000
1301209;1 - Norte;13;AM;COARI;83078;5 - 50001 até 100000
1301308;1 - Norte;13;AM;CODAJAS;26777;4 - 20001 até 50000
1301407;1 - Norte;13;AM;EIRUNEPE;34025;4 - 20001 até 50000
1301506;1 - Norte;13;AM;ENVIRA;18786;3 - 10001 até 20000
1301605;1 - Norte;13;AM;FONTE BOA;20742;4 - 20001 até 50000
1301654;1 - Norte;13;AM;GUAJARA;15826;3 - 10001 até 20000
1301704;1 - Norte;13;AM;HUMAITA;51302;5 - 50001 até 100000
1301803;1 - Norte;13;AM;IPIXUNA;26860;4 - 20001 até 50000
1301852;1 - Norte;13;AM;IRANDUBA;45984;4 - 20001 até 50000
1301902;1 - Norte;13;AM;ITACOATIARA;97122;5 - 50001 até 100000
1301951;1 - Norte;13;AM;ITAMARATI;8179;2 - 5001 até 10000
1302009;1 - Norte;13;AM;ITAPIRANGA;8953;2 - 5001 até 10000
1302108;1 - Norte;13;AM;JAPURA;5125;2 - 5001 até 10000
1302207;1 - Norte;13;AM;JURUA;13198;3 - 10001 até 20000
1302306;1 - Norte;13;AM;JUTAI;16585;3 - 10001 até 20000
1302405;1 - Norte;13;AM;LABREA;43263;4 - 20001 até 50000
1302504;1 - Norte;13;AM;MANACAPURU;94175;5 - 50001 até 100000
1302553;1 - Norte;13;AM;MANAQUIRI;28413;4 - 20001 até 50000
1302603;1 - Norte;13;AM;MANAUS;2057711;7 - Maior que 500000
1302702;1 - Norte;13;AM;MANICORE;53053;5 - 50001 até 100000
1302801;1 - Norte;13;AM;MARAA;18423;3 - 10001 até 20000
1302900;1 - Norte;13;AM;MAUES;59983;5 - 50001 até 100000
1303007;1 - Norte;13;AM;NHAMUNDA;20358;4 - 20001 até 50000
1303106;1 - Norte;13;AM;NOVA OLINDA DO NORTE;35156;4 - 20001 até 50000
1303205;1 - Norte;13;AM;NOVO AIRAO;17671;3 - 10001 até 20000
1303304;1 - Norte;13;AM;NOVO ARIPUANA;24315;4 - 20001 até 50000
1303403;1 - Norte;13;AM;PARINTINS;111575;6 - 100001 até 500000
1303502;1 - Norte;13;AM;PAUINI;19378;3 - 10001 até 20000
1303536;1 - Norte;13;AM;PRESIDENTE FIGUEIREDO;32812;4 - 20001 até 50000
1303569;1 - Norte;13;AM;RIO PRETO DA EVA;30530;4 - 20001 até 50000
1303601;1 - Norte;13;AM;SANTA ISABEL DO RIO NEGRO;22404;4 - 20001 até 50000
1303700;1 - Norte;13;AM;SANTO ANTONIO DO ICA;23688;4 - 20001 até 50000
1303809;1 - Norte;13;AM;SAO GABRIEL DA CACHOEIRA;43094;4 - 20001 até 50000
1303908;1 - Norte;13;AM;SAO PAULO DE OLIVENCA;36536;4 - 20001 até 50000
1303957;1 - Norte;13;AM;SAO SEBASTIAO DO UATUMA;12781;3 - 10001 até 20000
1304005;1 - Norte;13;AM;SILVES;9081;2 - 5001 até 10000
1304062;1 - Norte;13;AM;TABATINGA;61028;5 - 50001 até 100000
1304104;1 - Norte;13;AM;TAPAUA;18152;3 - 10001 até 20000
1304203;1 - Norte;13;AM;TEFE;62444;5 - 50001 até 100000
1304237;1 - Norte;13;AM;TONANTINS;18478;3 - 10001 até 20000
1304260;1 - Norte;13;AM;UARINI;13121;3 - 10001 até 20000
1304302;1 - Norte;13;AM;URUCARA;17163;3 - 10001 até 20000
1304401;1 - Norte;13;AM;URUCURITUBA;21140;4 - 20001 até 50000
1400027;1 - Norte;14;RR;AMAJARI;11006;3 - 10001 até 20000
1400050;1 - Norte;14;RR;ALTO ALEGRE;16176;3 - 10001 até 20000
1400100;1 - Norte;14;RR;BOA VISTA;320714;6 - 100001 até 500000
1400159;1 - Norte;14;RR;BONFIM;11739;3 - 10001 até 20000
1400175;1 - Norte;14;RR;CANTA;16149;3 - 10001 até 20000
1400209;1 - Norte;14;RR;CARACARAI;20261;4 - 20001 até 50000
1400233;1 - Norte;14;RR;CAROEBE;9165;2 - 5001 até 10000
1400282;1 - Norte;14;RR;IRACEMA;10320;3 - 10001 até 20000
1400308;1 - Norte;14;RR;MUCAJAI;16380;3 - 10001 até 20000
1400407;1 - Norte;14;RR;NORMANDIA;10148;3 - 10001 até 20000
1400456;1 - Norte;14;RR;PACARAIMA;11908;3 - 10001 até 20000
1400472;1 - Norte;14;RR;RORAINOPOLIS;27288;4 - 20001 até 50000
1400506;1 - Norte;14;RR;SAO JOAO DA BALIZA;7516;2 - 5001 até 10000
1400605;1 - Norte;14;RR;SAO LUIZ;7407;2 - 5001 até 10000
1400704;1 - Norte;14;RR;UIRAMUTA;9488;2 - 5001 até 10000
1500107;1 - Norte;15;PA;ABAETETUBA;150431;6 - 100001 até 500000
1500131;1 - Norte;15;PA;ABEL FIGUEIREDO;7126;2 - 5001 até 10000
1500206;1 - Norte;15;PA;ACARA;54064;5 - 50001 até 100000
1500305;1 - Norte;15;PA;AFUA;37398;4 - 20001 até 50000
1500347;1 - Norte;15;PA;AGUA AZUL DO NORTE;26305;4 - 20001 até 50000
1500404;1 - Norte;15;PA;ALENQUER;54662;5 - 50001 até 100000
1500503;1 - Norte;15;PA;ALMEIRIM;33372;4 - 20001 até 50000
1500602;1 - Norte;15;PA;ALTAMIRA;108382;6 - 100001 até 500000
1500701;1 - Norte;15;PA;ANAJAS;27540;4 - 20001 até 50000
1500800;1 - Norte;15;PA;ANANINDEUA;505404;7 - Maior que 500000
1500859;1 - Norte;15;PA;ANAPU;25414;4 - 20001 até 50000
1500909;1 - Norte;15;PA;AUGUSTO CORREA;43700;4 - 20001 até 50000
1500958;1 - Norte;15;PA;AURORA DO PARA;29492;4 - 20001 até 50000
1501006;1 - Norte;15;PA;AVEIRO;15953;3 - 10001 até 20000
1501105;1 - Norte;15;PA;BAGRE;28292;4 - 20001 até 50000
1501204;1 - Norte;15;PA;BAIAO;43757;4 - 20001 até 50000
1501253;1 - Norte;15;PA;BANNACH;3267;1 - Até 5000
1501303;1 - Norte;15;PA;BARCARENA;115779;6 - 100001 até 500000
1501402;1 - Norte;15;PA;BELEM;1439561;7 - Maior que 500000
1501451;1 - Norte;15;PA;BELTERRA;17036;3 - 10001 até 20000
1501501;1 - Norte;15;PA;BENEVIDES;58637;5 - 50001 até 100000
1501576;1 - Norte;15;PA;BOM JESUS DO TOCANTINS;16227;3 - 10001 até 20000
1501600;1 - Norte;15;PA;BONITO;15282;3 - 10001 até 20000
1501709;1 - Norte;15;PA;BRAGANCA;121528;6 - 100001 até 500000
1501725;1 - Norte;15;PA;BRASIL NOVO;14984;3 - 10001 até 20000
1501758;1 - Norte;15;PA;BREJO GRANDE DO ARAGUAIA;7232;2 - 5001 até 10000
1501782;1 - Norte;15;PA;BREU BRANCO;61222;5 - 50001 até 100000
1501808;1 - Norte;15;PA;BREVES;98231;5 - 50001 até 100000
1501907;1 - Norte;15;PA;BUJARU;27689;4 - 20001 até 50000
1501956;1 - Norte;15;PA;CACHOEIRA DO PIRIA;31300;4 - 20001 até 50000
1502004;1 - Norte;15;PA;CACHOEIRA DO ARARI;22449;4 - 20001 até 50000
1502103;1 - Norte;15;PA;CAMETA;130868;6 - 100001 até 500000
1502152;1 - Norte;15;PA;CANAA DOS CARAJAS;33632;4 - 20001 até 50000
1502202;1 - Norte;15;PA;CAPANEMA;66353;5 - 50001 até 100000
1502301;1 - Norte;15;PA;CAPITAO POCO;52693;5 - 50001 até 100000
1502400;1 - Norte;15;PA;CASTANHAL;189784;6 - 100001 até 500000
1502509;1 - Norte;15;PA;CHAVES;22566;4 - 20001 até 50000
1502608;1 - Norte;15;PA;COLARES;11682;3 - 10001 até 20000
1502707;1 - Norte;15;PA;CONCEICAO DO ARAGUAIA;46395;4 - 20001 até 50000
1502756;1 - Norte;15;PA;CONCORDIA DO PARA;31352;4 - 20001 até 50000
1502764;1 - Norte;15;PA;CUMARU DO NORTE;12423;3 - 10001 até 20000
1502772;1 - Norte;15;PA;CURIONOPOLIS;17709;3 - 10001 até 20000
1502806;1 - Norte;15;PA;CURRALINHO;32248;4 - 20001 até 50000
1502855;1 - Norte;15;PA;CURUA;13562;3 - 10001 até 20000
1502905;1 - Norte;15;PA;CURUCA;37800;4 - 20001 até 50000
1502939;1 - Norte;15;PA;DOM ELISEU;56398;5 - 50001 até 100000
1502954;1 - Norte;15;PA;ELDORADO DOS CARAJAS;32664;4 - 20001 até 50000
1503002;1 - Norte;15;PA;FARO;7333;2 - 5001 até 10000
1503044;1 - Norte;15;PA;FLORESTA DO ARAGUAIA;19261;3 - 10001 até 20000
1503077;1 - Norte;15;PA;GARRAFAO DO NORTE;25326;4 - 20001 até 50000
1503093;1 - Norte;15;PA;GOIANESIA DO PARA;37975;4 - 20001 até 50000
1503101;1 - Norte;15;PA;GURUPA;31623;4 - 20001 até 50000
1503200;1 - Norte;15;PA;IGARAPE-ACU;37333;4 - 20001 até 50000
1503309;1 - Norte;15;PA;IGARAPE-MIRI;60343;5 - 50001 até 100000
1503408;1 - Norte;15;PA;INHANGAPI;11053;3 - 10001 até 20000
1503457;1 - Norte;15;PA;IPIXUNA DO PARA;58558;5 - 50001 até 100000
1503507;1 - Norte;15;PA;IRITUIA;31654;4 - 20001 até 50000
1503606;1 - Norte;15;PA;ITAITUBA;98446;5 - 50001 até 100000
1503705;1 - Norte;15;PA;ITUPIRANGA;51775;5 - 50001 até 100000
1503754;1 - Norte;15;PA;JACAREACANGA;9677;2 - 5001 até 10000
1503804;1 - Norte;15;PA;JACUNDA;56006;5 - 50001 até 100000
1503903;1 - Norte;15;PA;JURUTI;53989;5 - 50001 até 100000
1504000;1 - Norte;15;PA;LIMOEIRO DO AJURU;27368;4 - 20001 até 50000
1504059;1 - Norte;15;PA;MAE DO RIO;28959;4 - 20001 até 50000
1504109;1 - Norte;15;PA;MAGALHAES BARATA;8279;2 - 5001 até 10000
1504208;1 - Norte;15;PA;MARABA;262085;6 - 100001 até 500000
1504307;1 - Norte;15;PA;MARACANA;28656;4 - 20001 até 50000
1504406;1 - Norte;15;PA;MARAPANIM;27368;4 - 20001 até 50000
1504422;1 - Norte;15;PA;MARITUBA;122916;6 - 100001 até 500000
1504455;1 - Norte;15;PA;MEDICILANDIA;29887;4 - 20001 até 50000
1504505;1 - Norte;15;PA;MELGACO;26397;4 - 20001 até 50000
1504604;1 - Norte;15;PA;MOCAJUBA;29398;4 - 20001 até 50000
1504703;1 - Norte;15;PA;MOJU;77385;5 - 50001 até 100000
1504752;1 - Norte;15;PA;MOJUI DOS CAMPOS;15446;3 - 10001 até 20000
1504802;1 - Norte;15;PA;MONTE ALEGRE;56312;5 - 50001 até 100000
1504901;1 - Norte;15;PA;MUANA;37977;4 - 20001 até 50000
1504950;1 - Norte;15;PA;NOVA ESPERANCA DO PIRIA;20663;4 - 20001 até 50000
1504976;1 - Norte;15;PA;NOVA IPIXUNA;15836;3 - 10001 até 20000
1505007;1 - Norte;15;PA;NOVA TIMBOTEUA;14635;3 - 10001 até 20000
1505031;1 - Norte;15;PA;NOVO PROGRESSO;25135;4 - 20001 até 50000
1505064;1 - Norte;15;PA;NOVO REPARTIMENTO;70835;5 - 50001 até 100000
1505106;1 - Norte;15;PA;OBIDOS;50459;5 - 50001 até 100000
1505205;1 - Norte;15;PA;OEIRAS DO PARA;30880;4 - 20001 até 50000
1505304;1 - Norte;15;PA;ORIXIMINA;69024;5 - 50001 até 100000
1505403;1 - Norte;15;PA;OUREM;17114;3 - 10001 até 20000
1505437;1 - Norte;15;PA;OURILANDIA DO NORTE;30776;4 - 20001 até 50000
1505486;1 - Norte;15;PA;PACAJA;44778;4 - 20001 até 50000
1505494;1 - Norte;15;PA;PALESTINA DO PARA;7424;2 - 5001 até 10000
1505502;1 - Norte;15;PA;PARAGOMINAS;107010;6 - 100001 até 500000
1505536;1 - Norte;15;PA;PARAUAPEBAS;189921;6 - 100001 até 500000
1505551;1 - Norte;15;PA;PAU D'ARCO;5535;2 - 5001 até 10000
1505601;1 - Norte;15;PA;PEIXE-BOI;7874;2 - 5001 até 10000
1505635;1 - Norte;15;PA;PICARRA;12675;3 - 10001 até 20000
1505650;1 - Norte;15;PA;PLACAS;28533;4 - 20001 até 50000
1505700;1 - Norte;15;PA;PONTA DE PEDRAS;29160;4 - 20001 até 50000
1505809;1 - Norte;15;PA;PORTEL;58282;5 - 50001 até 100000
1505908;1 - Norte;15;PA;PORTO DE MOZ;38471;4 - 20001 até 50000
1506005;1 - Norte;15;PA;PRAINHA;29200;4 - 20001 até 50000
1506104;1 - Norte;15;PA;PRIMAVERA;10485;3 - 10001 até 20000
1506112;1 - Norte;15;PA;QUATIPURU;13044;3 - 10001 até 20000
1506138;1 - Norte;15;PA;REDENCAO;80797;5 - 50001 até 100000
1506161;1 - Norte;15;PA;RIO MARIA;17738;3 - 10001 até 20000
1506187;1 - Norte;15;PA;RONDON DO PARA;49977;4 - 20001 até 50000
1506195;1 - Norte;15;PA;RUROPOLIS;46804;4 - 20001 até 50000
1506203;1 - Norte;15;PA;SALINOPOLIS;39078;4 - 20001 até 50000
1506302;1 - Norte;15;PA;SALVATERRA;22370;4 - 20001 até 50000
1506351;1 - Norte;15;PA;SANTA BARBARA DO PARA;19645;3 - 10001 até 20000
1506401;1 - Norte;15;PA;SANTA CRUZ DO ARARI;9417;2 - 5001 até 10000
1506500;1 - Norte;15;PA;SANTA ISABEL DO PARA;66490;5 - 50001 até 100000
1506559;1 - Norte;15;PA;SANTA LUZIA DO PARA;19383;3 - 10001 até 20000
1506583;1 - Norte;15;PA;SANTA MARIA DAS BARREIRAS;19925;3 - 10001 até 20000
1506609;1 - Norte;15;PA;SANTA MARIA DO PARA;23927;4 - 20001 até 50000
1506708;1 - Norte;15;PA;SANTANA DO ARAGUAIA;67033;5 - 50001 até 100000
1506807;1 - Norte;15;PA;SANTAREM;292520;6 - 100001 até 500000
1506906;1 - Norte;15;PA;SANTAREM NOVO;6437;2 - 5001 até 10000
1507003;1 - Norte;15;PA;SANTO ANTONIO DO TAUA;29629;4 - 20001 até 50000
1507102;1 - Norte;15;PA;SAO CAETANO DE ODIVELAS;17420;3 - 10001 até 20000
1507151;1 - Norte;15;PA;SAO DOMINGOS DO ARAGUAIA;24451;4 - 20001 até 50000
1507201;1 - Norte;15;PA;SAO DOMINGOS DO CAPIM;30847;4 - 20001 até 50000
1507300;1 - Norte;15;PA;SAO FELIX DO XINGU;116186;6 - 100001 até 500000
1507409;1 - Norte;15;PA;SAO FRANCISCO DO PARA;15380;3 - 10001 até 20000
1507458;1 - Norte;15;PA;SAO GERALDO DO ARAGUAIA;24607;4 - 20001 até 50000
1507466;1 - Norte;15;PA;SAO JOAO DA PONTA;5795;2 - 5001 até 10000
1507474;1 - Norte;15;PA;SAO JOAO DE PIRABAS;21991;4 - 20001 até 50000
1507508;1 - Norte;15;PA;SAO JOAO DO ARAGUAIA;13521;3 - 10001 até 20000
1507607;1 - Norte;15;PA;SAO MIGUEL DO GUAMA;55942;5 - 50001 até 100000
1507706;1 - Norte;15;PA;SAO SEBASTIAO DA BOA VISTA;25161;4 - 20001 até 50000
1507755;1 - Norte;15;PA;SAPUCAIA;5587;2 - 5001 até 10000
1507805;1 - Norte;15;PA;SENADOR JOSE PORFIRIO;11827;3 - 10001 até 20000
1507904;1 - Norte;15;PA;SOURE;24286;4 - 20001 até 50000
1507953;1 - Norte;15;PA;TAILANDIA;97161;5 - 50001 até 100000
1507961;1 - Norte;15;PA;TERRA ALTA;11120;3 - 10001 até 20000
1507979;1 - Norte;15;PA;TERRA SANTA;17946;3 - 10001 até 20000
1508001;1 - Norte;15;PA;TOME-ACU;60456;5 - 50001 até 100000
1508035;1 - Norte;15;PA;TRACUATEUA;29465;4 - 20001 até 50000
1508050;1 - Norte;15;PA;TRAIRAO;18084;3 - 10001 até 20000
1508084;1 - Norte;15;PA;TUCUMA;37308;4 - 20001 até 50000
1508100;1 - Norte;15;PA;TUCURUI;107189;6 - 100001 até 500000
1508126;1 - Norte;15;PA;ULIANOPOLIS;53881;5 - 50001 até 100000
1508159;1 - Norte;15;PA;URUARA;44486;4 - 20001 até 50000
1508209;1 - Norte;15;PA;VIGIA;51173;5 - 50001 até 100000
1508308;1 - Norte;15;PA;VISEU;59054;5 - 50001 até 100000
1508357;1 - Norte;15;PA;VITORIA DO XINGU;14407;3 - 10001 até 20000
1508407;1 - Norte;15;PA;XINGUARA;42833;4 - 20001 até 50000
1600055;1 - Norte;16;AP;SERRA DO NAVIO;4938;1 - Até 5000
1600105;1 - Norte;16;AP;AMAPA;8622;2 - 5001 até 10000
1600154;1 - Norte;16;AP;PEDRA BRANCA DO AMAPARI;13988;3 - 10001 até 20000
1600204;1 - Norte;16;AP;CALCOENE;10163;3 - 10001 até 20000
1600212;1 - Norte;16;AP;CUTIAS;5407;2 - 5001 até 10000
1600238;1 - Norte;16;AP;FERREIRA GOMES;6901;2 - 5001 até 10000
1600253;1 - Norte;16;AP;ITAUBAL;4949;1 - Até 5000
1600279;1 - Norte;16;AP;LARANJAL DO JARI;45712;4 - 20001 até 50000
1600303;1 - Norte;16;AP;MACAPA;456171;6 - 100001 até 500000
1600402;1 - Norte;16;AP;MAZAGAO;19571;3 - 10001 até 20000
1600501;1 - Norte;16;AP;OIAPOQUE;24263;4 - 20001 até 50000
1600535;1 - Norte;16;AP;PORTO GRANDE;19669;3 - 10001 até 20000
1600550;1 - Norte;16;AP;PRACUUBA;4531;1 - Até 5000
1600600;1 - Norte;16;AP;SANTANA;112218;6 - 100001 até 500000
1600709;1 - Norte;16;AP;TARTARUGALZINHO;15212;3 - 10001 até 20000
1600808;1 - Norte;16;AP;VITORIA DO JARI;14364;3 - 10001 até 20000
1700251;1 - Norte;17;TO;ABREULANDIA;2539;1 - Até 5000
1700301;1 - Norte;17;TO;AGUIARNOPOLIS;6149;2 - 5001 até 10000
1700350;1 - Norte;17;TO;ALIANCA DO TOCANTINS;5605;2 - 5001 até 10000
1700400;1 - Norte;17;TO;ALMAS;7409;2 - 5001 até 10000
1700707;1 - Norte;17;TO;ALVORADA;8536;2 - 5001 até 10000
1701002;1 - Norte;17;TO;ANANAS;9848;2 - 5001 até 10000
1701051;1 - Norte;17;TO;ANGICO;3379;1 - Até 5000
1701101;1 - Norte;17;TO;APARECIDA DO RIO NEGRO;4618;1 - Até 5000
1701309;1 - Norte;17;TO;ARAGOMINAS;5910;2 - 5001 até 10000
1701903;1 - Norte;17;TO;ARAGUACEMA;6863;2 - 5001 até 10000
1702000;1 - Norte;17;TO;ARAGUACU;8777;2 - 5001 até 10000
1702109;1 - Norte;17;TO;ARAGUAINA;170183;6 - 100001 até 500000
1702158;1 - Norte;17;TO;ARAGUANA;5515;2 - 5001 até 10000
1702208;1 - Norte;17;TO;ARAGUATINS;34392;4 - 20001 até 50000
1702307;1 - Norte;17;TO;ARAPOEMA;6799;2 - 5001 até 10000
1702406;1 - Norte;17;TO;ARRAIAS;10778;3 - 10001 até 20000
1702554;1 - Norte;17;TO;AUGUSTINOPOLIS;17627;3 - 10001 até 20000
1702703;1 - Norte;17;TO;AURORA DO TOCANTINS;3682;1 - Até 5000
1702901;1 - Norte;17;TO;AXIXA DO TOCANTINS;9706;2 - 5001 até 10000
1703008;1 - Norte;17;TO;BABACULANDIA;10736;3 - 10001 até 20000
1703057;1 - Norte;17;TO;BANDEIRANTES DO TOCANTINS;3420;1 - Até 5000
1703073;1 - Norte;17;TO;BARRA DO OURO;4460;1 - Até 5000
1703107;1 - Norte;17;TO;BARROLANDIA;5601;2 - 5001 até 10000
1703206;1 - Norte;17;TO;BERNARDO SAYAO;4532;1 - Até 5000
1703305;1 - Norte;17;TO;BOM JESUS DO TOCANTINS;4477;1 - Até 5000
1703602;1 - Norte;17;TO;BRASILANDIA DO TOCANTINS;2177;1 - Até 5000
1703701;1 - Norte;17;TO;BREJINHO DE NAZARE;5451;2 - 5001 até 10000
1703800;1 - Norte;17;TO;BURITI DO TOCANTINS;10837;3 - 10001 até 20000
